,ASIN,CategoryName,BrandName,Title,ImageUrl,Category,FilePath
32,B0000AJI8L,monitor_risers,3M,3M Adjustable Laptop Stand (LX500),http://ecx.images-amazon.com/images/I/412lULKH8pL.jpg,35,monitor_risers/B0000AJI8L.jpg
33,B0006HVM5E,monitor_risers,3M,"3M Adjustable Monitor Stand, Height Adjusts 1-inch to 5 7/8-inch, Holds 80 lbs, 11-inch Space Between Columns, Silver/Black (MS80B)",http://ecx.images-amazon.com/images/I/41KbSoEkcaL.jpg,35,monitor_risers/B0006HVM5E.jpg
34,B0006HVM4A,monitor_risers,3M,3M Adjustable Vertical Laptop Stand (LX550),http://ecx.images-amazon.com/images/I/41vhWAOp1IL.jpg,35,monitor_risers/B0006HVM4A.jpg
35,B002EDRI7E,monitors,3M,3M Framed Privacy Filter for Widescreen Desktop LCD/CRT Monitor (PF324W),http://ecx.images-amazon.com/images/I/419Y9UKLWZL.jpg,36,monitors/B002EDRI7E.jpg
36,B003V112MU,monitors,3M,3M Privacy Filter for Widescreen Desktop LCD Monitor 23.0 (PF23.0W9),http://ecx.images-amazon.com/images/I/41AevhFwy1L.jpg,36,monitors/B003V112MU.jpg
37,B002RRPDA6,monitors,3M,3M Privacy Filter for Widescreen Desktop LCD Monitor 21.5 (PF21.5W9),http://ecx.images-amazon.com/images/I/41jytMM16xL.jpg,36,monitors/B002RRPDA6.jpg
38,B0010JEJPC,office_electronics,3M,Scotch Thermal Laminator 2 Roller System (TL901),http://ecx.images-amazon.com/images/I/31Zux2l9m1L.jpg,38,office_electronics/B0010JEJPC.jpg
39,B0030C9UME,camera_accessories,3ware,"8-PORT Int., 6GB/S Sata+sas, Pcie 2.0, 512MB; In The Box: 3WARE Sas 9750-8I, Qig",http://ecx.images-amazon.com/images/I/21Yxo94fmrL.jpg,6,camera_accessories/B0030C9UME.jpg
40,B00XWCXR8U,range_extenders,7inova,"7inova ™ N300 Universal Wireless Range Extender, Wi-Fi Repeater, Wall Plug, Plug and Play with one Ethernet Port(Palm Size)",http://ecx.images-amazon.com/images/I/41db2DFRamL.jpg,43,range_extenders/B00XWCXR8U.jpg
41,B00XQBQAJ0,ink_and_toner,AAAtoner,"(1kg/1,000g) BULK Toner Refill for Canon 128, Canon imageCLASS MF4570d MF4570dw MF4580dn MF4770n MF4880dw MF4890dw - AAAToner",http://ecx.images-amazon.com/images/I/415oDfCBEoL.jpg,25,ink_and_toner/B00XQBQAJ0.jpg
42,B00QSBYU3I,car_and_vehicle_electronics,AAUXX,iRing Universal Masstige Ring Grip/Stand Holder for any Smart Device - Gold,http://ecx.images-amazon.com/images/I/31vQq0rnM0L.jpg,9,car_and_vehicle_electronics/B00QSBYU3I.jpg
43,B007CWDFP6,video_projectors,AAXA,"AAXA P4-X LED Pico Projector with 90 Minute Battery Life, 125 Lumens, Pocket Size, Li-Ion Battery, Media Player, mini-HDMI, 15,000 Hour LED Life",http://ecx.images-amazon.com/images/I/31gqFx9-0IL.jpg,61,video_projectors/B007CWDFP6.jpg
44,B00OE05KCK,video_projectors,AAXA,"AAXA M4 Mobile LED Projector with 90 Minute Battery Life, WXGA 1280x800 Resolution, 800 Lumens, DTV Onboard, 20,000 Hour LED",http://ecx.images-amazon.com/images/I/31N0XFrE7LL.jpg,61,video_projectors/B00OE05KCK.jpg
45,B015EY9J08,video_projectors,AAXA,"AAXA P700 WXGA LED Pico Projector, 650 Lumens, 70+ Min Battery, Native 1280x800 HD Resolution, 15,000 Hour LED, HDMI, Media Player, DLP",http://ecx.images-amazon.com/images/I/41bewiKTKBL.jpg,61,video_projectors/B015EY9J08.jpg
46,B006DCSUB0,tablet_accessories,Abacus,6ft Brand NEW Sync/Charge Micro USB Data Cable for Amazon Kindle Fire / HP TouchPad Tablet PC - Abacus24-7 Brand,http://ecx.images-amazon.com/images/I/31Rhvv44E8L.jpg,49,tablet_accessories/B006DCSUB0.jpg
47,B01MSWZ6CZ,camera_accessories,ABNA,ABN 18” Inch Caliper Spoke Woolie - 45 Degree Angle - Scratch-Free Synthetic Microfiber Brush,http://ecx.images-amazon.com/images/I/21Iw6IdyI-L.jpg,6,camera_accessories/B01MSWZ6CZ.jpg
48,B003W0B0RM,car_subwoofers_and_amplifiers,Absolute,Absolute Evolution Series EVW-3000 12-Inch 2-Ohm Subwoofer - Dual,http://ecx.images-amazon.com/images/I/41kFccqm2XL._SL75_.jpg,11,car_subwoofers_and_amplifiers/B003W0B0RM.jpg
49,B00479X1J2,tablets,Acase,"Acase Leather Flip Book Jacket/folio for Apple Ipad 3g Tablet/wifi Model 16gb, 32gb, 64gb (Black) + iPad Capacitive Stylus",http://ecx.images-amazon.com/images/I/31uILubA%2B3L.jpg,50,tablets/B00479X1J2.jpg
50,B00KSZTKYO,laptop_accessories,Acbel,HP 391172-001 384019-003 384019-001 463958-001 Laptop AC Adapter Charger Power Cord,http://ecx.images-amazon.com/images/I/410yCKqPGIL.jpg,27,laptop_accessories/B00KSZTKYO.jpg
51,B007GF9N96,computer_accessories,Accessory Power,"GOgroove TI Multimedia 2.0 Computer Speaker System with Dual Drivers , USB Power , Aluminum Housing & Blue LED Glow Lights - Works with Apple , Acer , ASUS Desktop / Laptop Computers & More",http://ecx.images-amazon.com/images/I/41At9mkpNVL.jpg,13,computer_accessories/B007GF9N96.jpg
52,B00ENMYSAE,computer_accessories,Accessory Power,"GOgroove LBr 2.1 USB Computer Speakers with Bass Subwoofer & Dual Stereo Satellite Speakers - Works with Apple iMac , HP Stream , Toshiba Satellite , Acer Chromebook & More Computers",http://ecx.images-amazon.com/images/I/41dL1AmogrL.jpg,13,computer_accessories/B00ENMYSAE.jpg
53,B00006ID1R,office_electronics,ACCO,"Quartet Chrome Pocket Pointer, Extends to 24.5 inches, Chrome Finish (V18001)",http://ecx.images-amazon.com/images/I/31bKAumJouL.jpg,38,office_electronics/B00006ID1R.jpg
54,B00MUYBECW,tripods_and_monopods,Accushot,Accu-Shot Mid Height Precision Rail Monopod With Quick Knob and Rail Mount,http://ecx.images-amazon.com/images/I/31b9pC7qC4L.jpg,54,tripods_and_monopods/B00MUYBECW.jpg
55,B004YD6NMI,televisions,AccuView,"ACCUVIEW 12.1INCH 16X9 LCD HDTV 1280X800 RESOLUTION, 500NITS, D-SUB, HDMI 1.3 HD",https://images-na.ssl-images-amazon.com/images/I/21NZuSkMNIL.jpg,53,televisions/B004YD6NMI.jpg
56,B009PPR5OU,batteries,ACDelco,"ACDelco AAA Super Alkaline Batteries, 100-Count",http://ecx.images-amazon.com/images/I/51GOFAYQIFL.jpg,1,batteries/B009PPR5OU.jpg
57,B004SCA15K,batteries,ACDelco,"ACDelco AA Super Alkaline Batteries, 100-Count",http://ecx.images-amazon.com/images/I/51LZgMosr7L.jpg,1,batteries/B004SCA15K.jpg
58,B0096BIP8I,computer_accessories,Acer,"New LED WXGA HD Glossy 15.6 Replacement Laptop LCD Screen for HP 2000-299WM, 2000-329WM, 2000-369WM, 2000-379WM",http://ecx.images-amazon.com/images/I/41FgsxiEb8L.jpg,13,computer_accessories/B0096BIP8I.jpg
59,B00EZ6VQZI,desktops,Acer,Acer RL80-UR23 Desktop (Black),http://ecx.images-amazon.com/images/I/317J91qwxFL.jpg,16,desktops/B00EZ6VQZI.jpg
60,B01LXAXTGE,desktops,Acer,"Acer Aspire Desktop, Intel Core i5-6400, 8GB DDR4, 2TB HDD, Windows 10 Home, AXC-780-UR12",http://ecx.images-amazon.com/images/I/31f7Lkbac-L.jpg,16,desktops/B01LXAXTGE.jpg
61,B00K0K9PEM,desktops,Acer,Acer Aspire ATC-605-UR2A Desktop (Black),http://ecx.images-amazon.com/images/I/31mvZf3Y46L._SL75_.jpg,16,desktops/B00K0K9PEM.jpg
62,B01682HUKQ,desktops,Acer,"Acer Aspire Desktop with Windows 10 (Intel Core i5, 8GB RAM, 2TB HDD, ATC-605-UR51)",http://ecx.images-amazon.com/images/I/31mvZf3Y46L.jpg,16,desktops/B01682HUKQ.jpg
63,B00M12YUJC,desktops,Acer,Acer Aspire AXC-603-UB17 Desktop,http://ecx.images-amazon.com/images/I/31PceczRmaL.jpg,16,desktops/B00M12YUJC.jpg
64,B01M1C5JB5,desktops,Acer,"Acer Predator Desktop, Intel i7, NVIDIA GTX 1080, 16GB DDR4, 512GB SSD, 2TB HDD, Win 10, G1-710-70003",http://ecx.images-amazon.com/images/I/41%2BKtK6SoDL.jpg,16,desktops/B01M1C5JB5.jpg
65,B01M1NU1SN,desktops,Acer,"Acer Predator Desktop, Intel i7, NVIDIA GTX 1070, 16GB DDR4, 512GB SSD, 2TB HDD, Win 10, G1-710-70004",http://ecx.images-amazon.com/images/I/41%2BKtK6SoDL.jpg,16,desktops/B01M1NU1SN.jpg
66,B01MT5YSBW,desktops,Acer,"Acer Aspire Desktop, 7th Gen Intel Core i7-7700, 16GB DDR4, 2TB HDD, Windows 10 Home, TC-780-UR12",http://ecx.images-amazon.com/images/I/413i3y%2BxwHL.jpg,16,desktops/B01MT5YSBW.jpg
67,B01N30SJGO,desktops,Acer,"Acer Aspire Desktop, 7th Gen Intel Core i7-7700, 8GB DDR4, 1TB HDD, Windows 10 Home, TC-780-UR11",http://ecx.images-amazon.com/images/I/413i3y%2BxwHL.jpg,16,desktops/B01N30SJGO.jpg
68,B00NG0VU6O,keyboards,Acer,Acer Chromebox CXI-4GKM Desktop (with Keyboard and Mouse),http://ecx.images-amazon.com/images/I/414xoDUjvPL.jpg,26,keyboards/B00NG0VU6O.jpg
69,B014U010F4,keyboards,Acer,Acer Chromebox CXI2-i38GKM Desktop with Keyboard and Mouse,http://ecx.images-amazon.com/images/I/4157VpjoysL.jpg,26,keyboards/B014U010F4.jpg
70,B00T0QZLV8,laptops,Acer,"Acer Chromebook 15 C910-C37P 16-Inch Chromebook (1.5 GHz Intel Celeron 3205U Dual-core processor, 4GB memory, 32GB SSD, Chrome OS)",http://ecx.images-amazon.com/images/I/41%2BkclmSBbL.jpg,28,laptops/B00T0QZLV8.jpg
71,B06VVYMFNN,laptops,Acer,"Acer Chromebook 11, 11.6"" IPS HD Touchscreen, Intel Celeron N3060, 4GB LPDDR3, 16GB Storage, Chrome, CB311-7HT-C7EK",http://ecx.images-amazon.com/images/I/41%2B-vsy67UL.jpg,28,laptops/B06VVYMFNN.jpg
72,B01N5QIBFY,laptops,Acer,"Acer Predator 15 Gaming Laptop, Core i7 Quad-core, GeForce GTX 1060, 15.6"" Full HD G-SYNC, 16GB DDR4, 256GB SSD, 1TB HDD, G9-593-73N6",http://ecx.images-amazon.com/images/I/411nXEP3B6L.jpg,28,laptops/B01N5QIBFY.jpg
73,B005LJWJSG,monitors,Acer,Acer S220HQL Abd 21.5-Inch Widescreen LCD Monitor,http://ecx.images-amazon.com/images/I/310p44qlVgL.jpg,36,monitors/B005LJWJSG.jpg
74,B00LCAT2TC,monitors,Acer,Acer G276HL Gbmid 27-inch Full HD (1920 x 1080) Widescreen Display,http://ecx.images-amazon.com/images/I/319agG0PRCL.jpg,36,monitors/B00LCAT2TC.jpg
75,B00AZMLIWW,monitors,Acer,Acer H226HQL bid 21.5-Inch Widescreen LCD Monitor,http://ecx.images-amazon.com/images/I/319dEGDKXqL.jpg,36,monitors/B00AZMLIWW.jpg
76,B00DESAOV0,monitors,Acer,Acer V176L b 17-Inch LCD Display,http://ecx.images-amazon.com/images/I/31BowaejijL.jpg,36,monitors/B00DESAOV0.jpg
77,B00G5AH2YG,monitors,Acer,Acer H276HL bmid 27-Inch (1920 x 1080) IPS Widescreen Monitor,http://ecx.images-amazon.com/images/I/31dioMllqcL.jpg,36,monitors/B00G5AH2YG.jpg
78,B00CRZCJKK,monitors,Acer,Acer S231HL BBID 23-Inch Screen LED-Lit Monitor,http://ecx.images-amazon.com/images/I/31K7JKM4TDL.jpg,36,monitors/B00CRZCJKK.jpg
79,B00JB6HCIC,monitors,Acer,Acer K272HUL bmiidp 27-inch WQHD (2560 x 1440) Widescreen Display,http://ecx.images-amazon.com/images/I/4144T5IG%2BOL.jpg,36,monitors/B00JB6HCIC.jpg
80,B00QS0AKVK,monitors,Acer,Acer G257HU smidpx 25-Inch WQHD (2560 x 1440) Widescreen Monitor,http://ecx.images-amazon.com/images/I/417F67x%2BcCL.jpg,36,monitors/B00QS0AKVK.jpg
81,B00DZT96C6,monitors,Acer,Acer G206HQL bd 19.5-Inch LED Computer Monitor Back-Lit Widescreen Display,http://ecx.images-amazon.com/images/I/41eGFG4Fh3L.jpg,36,monitors/B00DZT96C6.jpg
82,B0098Y77U0,monitors,Acer,Acer G236HL Bbd 23-Inch Screen LED-Lit Monitor,http://ecx.images-amazon.com/images/I/41fIZuc46FL.jpg,36,monitors/B0098Y77U0.jpg
83,B00G5AF1S0,monitors,Acer,Acer T272HL bmjjz 27-Inch (1920 x 1080) Touch Screen Widescreen Monitor,http://ecx.images-amazon.com/images/I/41h2QBEQG6L.jpg,36,monitors/B00G5AF1S0.jpg
84,B00BWBEL1U,monitors,Acer,Acer V226WL bd 22-Inch Screen LED-Lit Monitor,http://ecx.images-amazon.com/images/I/41h3zKNJ-4L.jpg,36,monitors/B00BWBEL1U.jpg
85,B00G5AEZOQ,monitors,Acer,"Acer G276HL Gbd Widescreen LCD Monitor, 27-Inch Full HD (1920 x 1080), Black",http://ecx.images-amazon.com/images/I/41LWz92ikHL.jpg,36,monitors/B00G5AEZOQ.jpg
86,B0098Y77OG,monitors,Acer,Acer G246HL 24-Inch Screen LED-Lit Monitor,http://ecx.images-amazon.com/images/I/41lzjyDZO9L.jpg,36,monitors/B0098Y77OG.jpg
87,B00N9VJV0M,monitors,Acer,Acer V226HQL UM.WV6AA.B01 21.5-Inch Screen LED-Lit Monitor,http://ecx.images-amazon.com/images/I/41rqCtZawqL.jpg,36,monitors/B00N9VJV0M.jpg
88,B00R9NSO72,tablets,Acer,Acer Iconia One 8 B1-810-11TV 8-Inch HD Tablet,http://ecx.images-amazon.com/images/I/414SHuckoPL.jpg,50,tablets/B00R9NSO72.jpg
89,B00I0VRE6E,video_projectors,Acer,Acer H5380BD 720p Home Theater Projector,http://ecx.images-amazon.com/images/I/31JIeib1iKL.jpg,61,video_projectors/B00I0VRE6E.jpg
90,B00VV6YCRO,video_projectors,Acer,Acer H6517ST 3D DLP Home Theater Projector,http://ecx.images-amazon.com/images/I/31sV1IrcRZL.jpg,61,video_projectors/B00VV6YCRO.jpg
91,B01HXDGYI8,range_extenders,ACLUXS,"Elegant Wireless Router,ACLUXS Wireless Wi-Fi Range Extender(300 Mbps),Wi-Fi Repeater, Full Coverage Router With WPS Button,Designed with Wall Detachable Plug and LED Indicators,White",http://ecx.images-amazon.com/images/I/41t9i2MSTGL.jpg,43,range_extenders/B01HXDGYI8.jpg
92,B0018L611C,home_audio,Acoustic Audio,Acoustic Audio HD725 7.2 Home Theater Speaker System (White),http://ecx.images-amazon.com/images/I/21uQDZ1GU8L.jpg,24,home_audio/B0018L611C.jpg
93,B003BQM058,gps_and_navigation,ACR,"ACR Aqualink 406 2882 Personal Locator Beacon Includes Internal GPS, 5-Year Battery, Belt Clip, Lanyard and LED Strobe Light",http://ecx.images-amazon.com/images/I/41jw2FW%2B7eL.jpg,21,gps_and_navigation/B003BQM058.jpg
94,B018Z5AXNK,headphones,ActionPie,Actionpie Wireless Sports Bluetooth Headphones Noise Cancelling Sweatproof Running Stereo with microphone Best Earbuds Earphones for ipad ipod mp3 mp4 and Other Bluetooth Android IOS Smart Cell phones,http://ecx.images-amazon.com/images/I/31oCgN9PFlL.jpg,22,headphones/B018Z5AXNK.jpg
95,B00HYNZ84O,gaming_accessories,Activision,Skylanders SWAP Force Limited Edition Spring 2014 Punk Shock Character Pack,http://ecx.images-amazon.com/images/I/31AvqLO32eL.jpg,20,gaming_accessories/B00HYNZ84O.jpg
96,B00HYNGFL4,gaming_accessories,Activision,Skylanders SWAP Force Limited Edition Spring 2014 Springtime Trigger Happy S3 Character Pack,http://ecx.images-amazon.com/images/I/31GWuOyadPL.jpg,20,gaming_accessories/B00HYNGFL4.jpg
97,B002ASVYLY,gaming_accessories,Activision,Chaotic: Shadow Warriors - Playstation 3,http://ecx.images-amazon.com/images/I/31IjC7b9K7L.jpg,20,gaming_accessories/B002ASVYLY.jpg
98,B00A4ER1I6,gaming_accessories,Activision,Skylanders Giants: Glow In The Dark Cynder - New In Bulk Packaging,http://ecx.images-amazon.com/images/I/31MNyg7RrDL.jpg,20,gaming_accessories/B00A4ER1I6.jpg
99,B01LW6D67I,gaming_accessories,Activision,Skylanders Imaginators  Air Creation Crystal,http://ecx.images-amazon.com/images/I/31oDlRAuwhL.jpg,20,gaming_accessories/B01LW6D67I.jpg
100,B00B9HRHR2,gaming_accessories,Activision,Skylanders Spyro's Adventure - Nintendo 3DS,http://ecx.images-amazon.com/images/I/31Qr3iL%2BA9L.jpg,20,gaming_accessories/B00B9HRHR2.jpg
101,B01LVYR1L9,gaming_accessories,Activision,Skylanders Imaginators Master Ambush,http://ecx.images-amazon.com/images/I/41%2BlExGtFQL.jpg,20,gaming_accessories/B01LVYR1L9.jpg
102,B00F3I43HA,gaming_accessories,Activision,Skylanders SWAP Force: Lightcore Flashwing Character,http://ecx.images-amazon.com/images/I/411QqBw5IfL.jpg,20,gaming_accessories/B00F3I43HA.jpg
103,B00FEIF4CM,gaming_accessories,Activision,Skylanders SWAP Force: Lightcore Countdown Character,http://ecx.images-amazon.com/images/I/412R%2B3dqdCL.jpg,20,gaming_accessories/B00FEIF4CM.jpg
104,B01LWA6JV6,gaming_accessories,Activision,Skylanders Imaginators Tae Kwon Crow,http://ecx.images-amazon.com/images/I/413Np7tngwL.jpg,20,gaming_accessories/B01LWA6JV6.jpg
105,B00JJ18LF2,gaming_accessories,Activision,Skylanders Trap Team Starter Pack - Nintendo 3DS,http://ecx.images-amazon.com/images/I/41-5wUwk65L.jpg,20,gaming_accessories/B00JJ18LF2.jpg
106,B003VKLADC,gaming_accessories,Activision,Tony Hawk: Shred Bundle,http://ecx.images-amazon.com/images/I/417DPlCsXkL.jpg,20,gaming_accessories/B003VKLADC.jpg
107,B00K6T18J2,gaming_accessories,Activision,Skylanders SWAP Force: Kickoff Countdown Character,http://ecx.images-amazon.com/images/I/4191b%2BENQfL.jpg,20,gaming_accessories/B00K6T18J2.jpg
108,B00FEKUNHQ,gaming_accessories,Activision,Skylanders SWAP Force: Trap Shadow (SWAP-able),http://ecx.images-amazon.com/images/I/41AQu6RN8oL.jpg,20,gaming_accessories/B00FEKUNHQ.jpg
109,B00FE0HKUO,gaming_accessories,Activision,Skylanders SWAP Force: Twin Blade Chop Chop Series 3 Character,http://ecx.images-amazon.com/images/I/41avzYuokSL.jpg,20,gaming_accessories/B00FE0HKUO.jpg
110,B00FEI37LC,gaming_accessories,Activision,Skylanders SWAP Force: Fryno Character,http://ecx.images-amazon.com/images/I/41bEIvCysAL.jpg,20,gaming_accessories/B00FEI37LC.jpg
111,B00NTDL4FU,gaming_accessories,Activision,Skylanders Trap Team: Kaos Trap Pack,http://ecx.images-amazon.com/images/I/41bKbFnUKoL.jpg,20,gaming_accessories/B00NTDL4FU.jpg
